file;valid;p1;p2;dist
frame1867.png;1;(241, 212);(289, 209);48.1
frame1871.png;1;(244, 217);(288, 213);44.2
frame1865.png;1;(244, 212);(285, 207);41.3
frame1859.png;1;(229, 195);(289, 183);61.2
frame1722.png;1;(260, 179);(316, 156);60.5
frame1736.png;1;(243, 176);(280, 156);42.1
frame1737.png;1;(241, 178);(279, 160);42.0
frame1723.png;1;(257, 175);(299, 157);45.7
frame1858.png;1;(234, 205);(294, 198);60.4
frame1864.png;1;(242, 201);(284, 194);42.6
frame1870.png;1;(241, 224);(294, 219);53.2
frame1817.png;1;(211, 322);(252, 314);41.8
frame1803.png;1;(251, 309);(311, 294);61.8
frame1744.png;1;(231, 172);(262, 155);35.4
frame1750.png;1;(233, 173);(261, 156);32.8
frame1778.png;1;(225, 212);(240, 202);18.0
frame1787.png;1;(226, 219);(247, 210);22.8
frame1793.png;1;(234, 238);(241, 233);8.6
frame1792.png;1;(230, 229);(238, 226);8.5
frame1786.png;1;(225, 244);(232, 242);7.3
frame1779.png;1;(229, 202);(241, 198);12.6
frame1751.png;1;(238, 187);(260, 176);24.6
frame1745.png;1;(234, 179);(260, 167);28.6
frame1802.png;0;-1;-1;-1
frame1816.png;1;(204, 325);(244, 314);41.5
frame1828.png;0;-1;-1;-1
frame1800.png;1;(218, 273);(244, 260);29.1
frame1814.png;1;(212, 305);(244, 300);32.4
frame1753.png;1;(233, 173);(258, 158);29.2
frame1747.png;1;(230, 171);(256, 157);29.5
frame1790.png;1;(235, 219);(248, 212);14.8
frame1784.png;1;(227, 230);(242, 224);16.2
frame1785.png;1;(229, 233);(251, 226);23.1
frame1791.png;1;(233, 224);(252, 217);20.2
frame1746.png;1;(231, 180);(258, 165);30.9
frame1752.png;1;(234, 188);(256, 178);24.2
frame1815.png;1;(210, 322);(236, 316);26.7
frame1801.png;1;(231, 313);(379, 312);148.0
frame1829.png;0;-1;-1;-1
frame1805.png;1;(237, 313);(268, 303);32.6
frame1811.png;1;(228, 304);(263, 295);36.1
frame1839.png;1;(229, 296);(261, 294);32.1
frame1756.png;1;(230, 176);(252, 167);23.8
frame1742.png;1;(235, 178);(250, 169);17.5
frame1795.png;1;(225, 248);(239, 243);14.9
frame1781.png;1;(228, 227);(239, 222);12.1
frame1780.png;1;(231, 222);(244, 215);14.8
frame1794.png;1;(228, 239);(234, 236);6.7
frame1743.png;1;(229, 177);(255, 169);27.2
frame1757.png;1;(231, 193);(246, 186);16.6
frame1838.png;1;(224, 256);(276, 258);52.0
frame1810.png;1;(227, 299);(249, 298);22.0
frame1804.png;1;(239, 309);(270, 298);32.9
frame1812.png;1;(224, 298);(244, 294);20.4
frame1806.png;1;(225, 314);(264, 308);39.5
frame1769.png;1;(229, 214);(246, 206);18.8
frame1741.png;1;(233, 175);(248, 169);16.2
frame1755.png;1;(229, 178);(234, 173);7.1
frame1782.png;1;(227, 218);(235, 216);8.2
frame1796.png;1;(225, 247);(232, 244);7.6
frame1797.png;1;(223, 253);(227, 253);4.0
frame1783.png;1;(228, 229);(234, 228);6.1
frame1754.png;1;(229, 173);(237, 171);8.2
frame1740.png;1;(236, 182);(263, 168);30.4
frame1768.png;1;(229, 214);(251, 206);23.4
frame1807.png;1;(226, 300);(258, 299);32.0
frame1813.png;1;(211, 304);(241, 302);30.1
