file;valid;p1;p2;dist
frame3582.png;1;(419, 159);(448, 201);51.0
frame3596.png;1;(472, 142);(485, 173);33.6
frame3569.png;1;(406, 189);(428, 225);42.2
frame3541.png;1;(442, 226);(484, 314);97.5
frame3555.png;1;(410, 196);(437, 242);53.3
frame3579.png;1;(440, 178);(470, 221);52.4
frame3551.png;1;(420, 200);(446, 241);48.5
frame3545.png;1;(441, 212);(480, 289);86.3
frame3592.png;1;(482, 140);(502, 158);26.9
frame3586.png;1;(495, 144);(527, 190);56.0
frame3753.png;1;(336, 304);(338, 351);47.0
frame3747.png;1;(323, 314);(325, 365);51.0
frame3790.png;1;(340, 208);(335, 227);19.6
frame3784.png;1;(339, 237);(341, 281);44.0
frame3627.png;0;-1;-1;-1
frame3633.png;0;-1;-1;-1
frame3800.png;1;(338, 187);(334, 207);20.4
frame3814.png;1;(347, 182);(348, 225);43.0
frame3801.png;1;(338, 188);(335, 198);10.4
frame3632.png;0;-1;-1;-1
frame3626.png;0;-1;-1;-1
frame3785.png;1;(341, 226);(343, 267);41.0
frame3791.png;1;(338, 203);(333, 228);25.5
frame3746.png;1;(322, 316);(326, 368);52.2
frame3752.png;1;(332, 305);(336, 348);43.2
frame3587.png;1;(503, 143);(532, 191);56.1
frame3593.png;1;(479, 144);(503, 188);50.1
frame3544.png;1;(435, 220);(477, 292);83.4
frame3550.png;1;(423, 196);(451, 232);45.6
frame3578.png;1;(434, 185);(465, 229);53.8
frame3546.png;1;(443, 210);(479, 269);69.1
frame3552.png;1;(415, 201);(442, 244);50.8
frame3585.png;1;(498, 145);(526, 192);54.7
frame3591.png;1;(486, 139);(509, 171);39.4
frame3778.png;1;(326, 248);(327, 279);31.0
frame3744.png;1;(324, 314);(327, 365);51.1
frame3750.png;1;(330, 309);(333, 353);44.1
frame3787.png;1;(347, 223);(352, 269);46.3
frame3793.png;1;(363, 195);(372, 253);58.7
frame3618.png;1;(399, 219);(421, 250);38.0
frame3630.png;0;-1;-1;-1
frame3624.png;0;-1;-1;-1
frame3803.png;0;-1;-1;-1
frame3802.png;0;-1;-1;-1
frame3625.png;0;-1;-1;-1
frame3631.png;0;-1;-1;-1
frame3619.png;1;(405, 216);(429, 259);49.2
frame3792.png;1;(344, 199);(348, 249);50.2
frame3786.png;1;(335, 224);(337, 267);43.0
frame3751.png;1;(334, 306);(335, 342);36.0
frame3745.png;1;(326, 317);(327, 363);46.0
frame3779.png;1;(321, 244);(322, 277);33.0
frame3590.png;1;(493, 144);(523, 194);58.3
frame3584.png;1;(404, 150);(432, 190);48.8
frame3553.png;1;(413, 200);(442, 244);52.7
frame3547.png;1;(437, 206);(467, 258);60.0
